Id2;application_when;address_state;occupation;birth_date;monthly_income;monthly_rent;residence_rent_or_own;residence_duration;bank_account_duration;home_phone_type;gender;score_TU;score_FICO_money;score_lexisnexis;score_serasa;score_unit4;credit_line_requested;credit_line_approved
5675;31/03/13 19:17;SP;Airfield operations specialist;20/11/85;1400;0;FALSE;3+ years;1-2 years;Home;male;757;751;635;566;603;2000;1100
5676;12/10/14 15:48;SP;Woodworker;16/01/75;8500;2300;TRUE;3+ years;3+ years;Home;male;495;600;413;154;418;2000;1400
5677;17/12/14 15:46;SP;Tax accountant;28/08/40;6600;950;FALSE;3+ years;3+ years;Mobile;female;200;133;259;94;474;4000;1200
5678;09/03/15 19:10;PE;Diesel train engineer;24/12/91;1900;550;TRUE;3+ years;1-2 years;Home;male;655;743;557;54;317;2000;1500
5679;21/02/12 21:50;RJ;Dental surgeon;27/07/56;2100;3350;FALSE;1-2 years;3+ years;Mobile;female;706;639;592;0;444;3000;1100
5680;15/04/13 16:48;MS;Community support worker;17/12/83;1700;2150;TRUE;3+ years;3+ years;Home;male;676;850;436;176;369;2000;1200
5681;14/02/15 00:56;SP;Airman;24/01/90;0;500;TRUE;7-12 months;3+ years;Home;male;476;466;553;197;202;9500;9000
5682;28/11/14 14:33;RJ;Administrative clerk;13/05/84;200;700;TRUE;1-2 years;6 months or less;Mobile;male;200;100;200;371;331;9500;7800
5683;07/05/15 21:43;SP;Gaming investigator;05/01/55;6700;900;FALSE;3+ years;6 months or less;Mobile;male;200;560;200;450;180;20000;19100
5684;04/12/13 11:37;BA;Keypunch technician;14/06/65;3000;750;TRUE;3+ years;6 months or less;Home;male;200;819;356;474;297;2000;1500
5685;26/10/14 20:20;MG;Kindergarten teacher;01/11/94;4600;250;TRUE;1-2 years;6 months or less;Mobile;male;708;719;639;659;688;5000;4200
5686;19/04/14 16:00;SP;Electronic drafter;05/03/72;4600;1500;FALSE;3+ years;1-2 years;Mobile;female;724;850;637;137;514;2000;1200
5687;25/08/13 12:12;PE;Media planner;14/02/77;6300;1150;TRUE;1-2 years;3+ years;Mobile;male;624;526;566;498;329;1500;1100
5688;20/04/12 23:04;RS;Medical illustrator;22/05/77;1900;300;FALSE;3+ years;3+ years;Mobile;male;745;682;672;666;504;10000;9400
5689;05/11/11 20:53;SP;Data entry keyer;14/02/64;200;550;TRUE;1-2 years;1-2 years;Mobile;male;746;651;564;266;715;3500;1000
5690;19/12/13 10:27;PR;Midwife;05/06/77;11000;3200;TRUE;3+ years;3+ years;Home;female;441;303;296;0;357;6000;5300
5691;05/05/14 18:42;MG;Financial consultant;20/03/75;2100;2000;TRUE;3+ years;6 months or less;Mobile;male;740;578;643;437;246;2000;1100
5692;08/06/13 17:39;SC;Regional geographer;04/09/86;16900;2250;TRUE;3+ years;3+ years;Mobile;female;537;523;417;131;434;2500;1900
5693;26/10/12 11:21;AM;Actor;17/08/75;3600;1150;FALSE;3+ years;6 months or less;Mobile;male;794;813;690;488;462;2000;1200
5694;17/05/14 10:19;SP;Piano repairer;05/03/80;200;1650;TRUE;6 months or less;3+ years;Mobile;female;706;628;587;406;616;3000;1400
5695;23/11/13 20:26;BA;Set and exhibit designer;20/06/86;13000;2100;FALSE;3+ years;3+ years;Home;female;699;597;443;0;250;1500;1200
5696;08/10/14 21:19;DF;Homemaker;05/03/92;400;2150;TRUE;3+ years;6 months or less;Mobile;male;200;328;260;27;85;3000;1800
5697;12/03/12 08:49;SP;Land agent;26/05/82;10100;2650;TRUE;3+ years;1-2 years;Home;female;200;100;237;73;402;19000;17300
5698;02/07/12 00:16;PR;Print binding and finishing worker;03/05/54;600;0;FALSE;3+ years;3+ years;Mobile;female;509;479;447;598;149;12000;11200
5699;30/12/12 02:41;MS;Pamphlet binding worker;20/06/56;1200;100;FALSE;6 months or less;3+ years;Mobile;male;784;611;676;467;596;4500;3200
5700;21/05/13 13:02;MT;Claims appraiser;08/02/96;2200;1100;TRUE;3+ years;1-2 years;Mobile;female;200;416;404;398;321;1500;1100
5701;05/09/13 21:01;MT;Author;22/05/79;2400;1950;TRUE;3+ years;3+ years;Mobile;male;200;100;297;389;336;10500;9900
5702;24/04/14 21:09;SP;Deck officer;18/11/81;17000;3750;FALSE;3+ years;6 months or less;Mobile;male;720;732;600;524;390;26000;25000
5703;08/09/14 10:54;GO;Media planner;11/10/90;2400;2200;TRUE;3+ years;3+ years;Mobile;male;640;533;547;501;609;2500;1000
5704;06/07/15 20:37;RJ;Technical education teacher;30/04/72;9900;2600;TRUE;1-2 years;3+ years;Mobile;female;631;728;468;613;345;23500;23200
5705;27/08/13 19:06;SP;Staffing and assignments coordinator;31/12/91;5800;2150;TRUE;1-2 years;3+ years;Home;male;200;144;220;92;295;23500;23200
5706;08/07/13 17:28;RJ;Anchor;05/03/92;3300;1950;TRUE;3+ years;3+ years;Mobile;male;780;781;583;0;604;4000;1400
5707;19/10/14 12:37;PR;Wound, ostomy, and continence nurse;28/12/60;4200;0;FALSE;3+ years;3+ years;Mobile;male;265;343;400;547;148;2000;1100
5708;06/06/14 11:52;PE;Rail-track laying and maintenance equipment operator;30/05/62;1700;1200;TRUE;3+ years;1-2 years;Mobile;male;782;590;599;507;174;2000;1000
5709;06/06/13 20:48;SP;Surveillance officer;13/04/88;8900;2000;TRUE;3+ years;6 months or less;Mobile;male;751;100;631;0;479;14000;13400
5710;08/02/12 15:34;RS;Employment clerk;26/01/55;3000;850;TRUE;1-2 years;3+ years;Mobile;male;657;680;506;0;400;7000;6200
5711;14/11/12 20:19;SP;Sports book writer;16/09/54;4400;600;TRUE;3+ years;3+ years;Mobile;male;774;462;611;274;715;6500;5300
5712;24/09/14 11:09;CE;Billing clerk;01/11/86;2600;750;TRUE;3+ years;3+ years;Home;female;200;317;258;58;181;9000;8400
5713;26/03/14 14:26;PA;Marine;04/06/60;3700;150;TRUE;6 months or less;3+ years;Mobile;female;585;470;472;0;384;22500;21900
5714;03/10/13 13:38;SP;Payroll bookkeeper;18/07/51;1400;1500;FALSE;1-2 years;7-12 months;Mobile;female;654;419;430;197;270;1500;1200
5715;21/07/12 15:40;MG;Sports instructor;17/11/83;2000;200;TRUE;7-12 months;6 months or less;Mobile;male;200;282;285;380;287;14500;13800
5716;27/11/11 15:35;PR;Computer-controlled machine tool operator;19/07/89;1400;2500;TRUE;1-2 years;7-12 months;Mobile;male;314;194;382;155;348;16500;16200
5717;31/07/13 12:01;RJ;News vendor;19/07/81;200;950;TRUE;3+ years;6 months or less;Mobile;male;555;850;425;638;276;2000;1300
5718;21/11/11 15:49;SP;Telecommunications specialist;09/12/60;4000;1000;FALSE;1-2 years;3+ years;Mobile;female;701;850;619;289;291;15000;13900
5719;23/07/14 17:44;RJ;Medical coder;09/12/73;0;1000;TRUE;1-2 years;3+ years;Home;female;456;571;304;102;441;18000;17400
5720;20/12/14 21:32;DF;Milling and planing machine operator;27/05/76;5700;1100;TRUE;7-12 months;3+ years;Mobile;female;755;850;690;0;726;4000;3300
5721;10/05/14 14:06;SP;Elementary school teacher;06/02/56;2100;50;FALSE;1-2 years;6 months or less;Mobile;male;677;471;619;0;406;2500;1200
5722;10/06/13 21:35;SC;Extruding and forming machine setter;08/08/69;4900;700;FALSE;6 months or less;3+ years;Home;male;200;292;262;250;514;22000;21300
5723;15/03/13 21:26;GO;Fashion designer;02/04/65;4000;0;FALSE;1-2 years;3+ years;Home;female;293;446;262;69;428;2500;1200
5724;09/12/11 17:41;BA;Hostler;10/08/63;7400;800;FALSE;1-2 years;1-2 years;Mobile;female;200;643;278;123;405;3000;1300
5725;30/05/15 16:18;CE;Metal-refining furnace operator;15/07/69;1300;0;FALSE;3+ years;1-2 years;Work;male;767;850;654;94;366;4000;3500
5726;10/07/15 22:17;DF;Postsecondary career-technical teacher;16/12/80;2000;1400;TRUE;3+ years;6 months or less;Mobile;female;554;614;536;29;448;2000;1400
5727;29/08/14 18:46;RJ;Photographic process worker;28/02/91;12300;2550;FALSE;3+ years;3+ years;Mobile;female;700;709;587;0;372;1500;1100
5728;05/01/13 15:03;SP;Guide interpreter;17/08/69;3800;200;TRUE;1-2 years;6 months or less;Mobile;female;505;291;532;399;407;8500;7600
5729;29/10/13 06:37;SP;Adult literacy teacher;04/11/92;2100;50;TRUE;7-12 months;1-2 years;Mobile;male;759;587;662;0;379;2500;1200
5730;09/09/12 13:43;SP;Food preparation worker;29/02/64;2200;1150;TRUE;3+ years;3+ years;Mobile;female;242;100;357;182;313;15000;12900
5731;08/08/13 15:29;PR;Econometrician;22/09/72;1600;300;FALSE;7-12 months;3+ years;Mobile;male;745;362;550;13;464;2000;1200
5732;13/12/14 17:18;PA;Hairstylist;30/04/68;100;300;TRUE;6 months or less;3+ years;Mobile;female;748;685;589;0;137;2500;1200
5733;11/07/14 10:08;SE;Nurse educator;03/04/87;1700;900;TRUE;3+ years;3+ years;Mobile;male;459;636;489;60;544;2000;1100
5734;07/02/12 15:51;MA;Gemologist;12/09/69;4700;0;FALSE;3+ years;1-2 years;Mobile;female;706;850;690;747;240;4000;1200
5735;24/04/15 22:04;PE;Real estate agent;23/07/79;1200;2950;FALSE;1-2 years;6 months or less;Mobile;male;200;220;258;199;300;2000;1200
5736;08/11/11 17:55;MA;Industrial therapist;22/08/49;1300;2450;FALSE;3+ years;6 months or less;Work;female;200;187;268;490;354;2000;1100
5737;29/06/12 18:37;SP;School social worker;30/06/65;300;0;FALSE;7-12 months;6 months or less;Mobile;male;244;180;299;424;481;1500;1100
5738;21/01/14 10:47;MA;Director;11/03/53;900;750;FALSE;3+ years;7-12 months;Home;female;200;180;332;589;272;4000;3000
5739;26/10/11 10:15;SP;Record center clerk;01/12/64;9500;2200;TRUE;1-2 years;6 months or less;Mobile;male;375;269;323;42;235;2000;1500
5740;28/01/15 17:03;MG;Certified pest control applicator;22/05/75;900;2250;TRUE;3+ years;1-2 years;Mobile;male;200;176;224;0;455;1500;1300
5741;14/01/13 13:28;RN;School librarian;20/12/62;9300;750;TRUE;3+ years;3+ years;Mobile;male;607;561;470;0;322;1500;1100
5742;16/08/12 15:21;RJ;Cardiovascular technologist;01/08/68;4300;600;TRUE;7-12 months;6 months or less;Mobile;male;768;828;690;0;453;26500;23400
5743;30/06/12 05:53;RJ;Public finance economist;20/12/75;7400;2000;TRUE;3+ years;3+ years;Home;male;530;728;611;238;549;8500;6200
5744;02/07/12 21:27;DF;Manufacturers;17/02/74;4300;200;TRUE;3+ years;6 months or less;Mobile;female;435;456;372;486;310;13000;12500
5745;24/05/11 17:37;SP;Forging machine tender;20/06/78;4600;1850;TRUE;6 months or less;1-2 years;Mobile;male;399;607;408;261;423;1500;1000
5746;17/05/14 14:23;AM;Oral and maxillofacial surgeon;04/04/89;800;1950;TRUE;3+ years;3+ years;Mobile;female;355;100;371;144;384;3000;1000
5747;14/12/11 19:52;PE;Tamping equipment operator;22/01/84;3600;1400;TRUE;1-2 years;1-2 years;Mobile;male;264;153;231;81;603;23500;22800
5748;16/01/14 19:30;SP;Power dispatcher;08/09/75;4200;1300;TRUE;7-12 months;6 months or less;Mobile;male;200;128;262;92;525;2500;1400
5749;04/06/14 21:26;RS;Industrial production manager;19/06/84;100;0;FALSE;3+ years;1-2 years;Mobile;female;604;642;565;739;537;1500;1100
5750;02/01/12 11:26;AL;Executive recruiter;28/01/95;6400;1850;TRUE;1-2 years;7-12 months;Mobile;male;260;370;336;79;318;2000;1200
5751;28/10/14 14:29;RS;PBX operator;19/08/87;300;1000;TRUE;3+ years;3+ years;Mobile;male;757;186;668;352;243;2000;1400
5752;02/07/14 21:09;MG;Distribution clerk;17/04/94;4800;1950;TRUE;3+ years;1-2 years;Work;male;626;459;526;503;395;24000;23600
5753;21/11/14 18:22;SC;Inhalation therapist;04/10/80;3600;1100;FALSE;1-2 years;3+ years;Mobile;male;621;834;507;161;369;2000;1100
5754;07/05/14 06:38;BA;Electronic reporter;27/02/54;4800;0;FALSE;3+ years;6 months or less;Mobile;male;711;673;690;0;310;17500;16900
5755;28/11/14 19:04;MG;Contract manager;21/08/87;4500;1550;TRUE;3+ years;6 months or less;Home;male;615;100;562;63;451;23500;22300
5756;11/01/13 18:36;SP;Community planner;23/04/75;3800;150;TRUE;3+ years;3+ years;Mobile;female;200;100;200;0;347;2000;1100
5757;25/11/14 20:05;SP;Training and development manager;17/05/78;2100;2350;TRUE;3+ years;7-12 months;Mobile;female;620;458;483;241;611;2000;1400
5758;22/02/12 10:36;SP;Industrial millwright;08/08/67;3400;3950;TRUE;7-12 months;3+ years;Mobile;female;200;283;234;36;405;12500;11500
5759;14/05/15 21:13;MT;Refuge manager;29/08/71;1400;150;FALSE;3+ years;6 months or less;Mobile;male;730;706;653;261;729;1500;1100
5760;29/07/13 18:47;SP;Cashier;22/10/76;1000;650;TRUE;3+ years;3+ years;Mobile;female;200;100;352;525;116;1500;1000
5761;01/01/15 22:53;DF;Paraprofessional;14/05/55;4100;300;FALSE;1-2 years;3+ years;Mobile;female;552;850;548;764;369;2000;1100
5762;19/05/13 15:59;SP;Law librarian;04/01/90;1300;1300;TRUE;3+ years;3+ years;Mobile;male;200;100;364;197;476;14000;13400
5763;28/03/14 13:26;SP;Reservation and transportation ticket agent;16/07/79;7700;2400;TRUE;3+ years;6 months or less;Mobile;male;745;619;613;0;459;2500;1100
5764;28/05/13 11:03;RN;Fine arts instructor;06/03/78;8600;1050;FALSE;3+ years;7-12 months;Mobile;male;454;515;433;558;345;2000;1300
5765;14/06/15 12:19;PE;Corporate investigator;22/04/83;3400;1150;TRUE;3+ years;6 months or less;Mobile;female;346;218;447;104;360;10000;9200
5766;15/09/11 12:47;SC;Funeral director;26/10/69;2900;1000;TRUE;7-12 months;1-2 years;Mobile;female;782;571;684;3;556;4000;3600
5767;02/09/13 20:23;RJ;U.S. Secret Service special agent;03/10/48;8500;3000;FALSE;3+ years;6 months or less;Mobile;male;651;533;609;44;440;18500;18000
5768;14/01/13 17:25;SP;Edition binding worker;10/03/74;2400;2500;TRUE;3+ years;3+ years;Home;female;200;140;284;25;315;1500;1100
5769;12/03/14 16:21;SP;Control room trainee;30/03/91;900;200;TRUE;3+ years;3+ years;Mobile;male;489;678;394;23;682;2000;1100
5770;22/08/13 12:37;MT;Cartographer;30/07/89;2000;0;FALSE;1-2 years;6 months or less;Mobile;female;369;472;415;374;486;5500;5000
5771;18/04/13 15:10;SP;Commercial lender;19/02/85;600;250;FALSE;1-2 years;1-2 years;Mobile;male;200;172;265;310;295;2000;1200
5772;04/10/11 05:46;PI;Knitting machine operator;30/06/86;200;50;TRUE;3+ years;3+ years;Mobile;female;200;277;309;789;132;14500;13300
5773;30/03/15 15:20;TO;Pipelayer;26/04/96;2000;1450;TRUE;6 months or less;3+ years;Mobile;male;690;631;516;499;659;16500;16200
5774;20/07/14 21:00;BA;Extractive metallurgical engineer;08/10/96;2000;400;TRUE;3+ years;6 months or less;Mobile;male;200;100;269;240;621;2500;1800
5775;02/07/15 10:39;BA;Administrative director;06/01/75;200;700;TRUE;3+ years;7-12 months;Mobile;male;200;347;223;30;242;1500;1100
5776;04/03/13 11:24;BA;Medical assistant;19/11/53;6300;400;FALSE;1-2 years;7-12 months;Mobile;male;777;850;619;423;550;24000;23500
5777;19/09/14 11:08;MG;Marine equipment mechanic;20/10/79;5000;1000;FALSE;1-2 years;7-12 months;Mobile;male;761;805;614;0;574;1500;1300
5778;25/08/11 19:15;SP;Employee benefits manager;04/01/70;1400;1600;TRUE;1-2 years;3+ years;Mobile;male;619;634;410;137;387;2500;1300
5779;19/06/15 21:06;RS;Certified respiratory therapist;02/09/91;100;1250;TRUE;1-2 years;6 months or less;Home;male;762;797;646;0;138;5500;4800
5780;21/08/13 03:12;SP;Train dispatcher;17/03/86;2600;200;TRUE;3+ years;1-2 years;Mobile;female;567;368;410;676;154;12500;11900
5781;31/07/12 16:59;MG;Security officer;16/11/77;3900;1150;FALSE;3+ years;3+ years;Mobile;female;662;689;545;447;451;17500;16000
5782;08/06/15 18:24;AM;Remote sensing specialist;19/09/82;8400;250;TRUE;3+ years;7-12 months;Home;female;668;670;543;41;688;28000;27600
5783;23/05/13 14:14;DF;CT technologist;23/07/66;700;0;FALSE;1-2 years;6 months or less;Mobile;male;747;531;689;245;516;7000;6200
5784;16/01/13 10:07;CE;Hand sewer;13/02/73;10700;1500;TRUE;3+ years;3+ years;Mobile;male;351;850;388;45;547;9000;7100
5785;17/05/12 11:46;DF;Correctional treatment specialist;05/12/57;2400;0;FALSE;3+ years;7-12 months;Mobile;female;402;170;426;636;545;2500;1400
5786;25/02/13 10:47;PR;Able seaman;24/03/80;3100;750;TRUE;1-2 years;1-2 years;Mobile;male;352;265;396;352;462;15000;13800
5787;21/12/13 10:25;GO;Blockmason;22/05/62;1200;200;TRUE;3+ years;1-2 years;Mobile;female;542;697;541;89;313;12500;12200
5788;15/10/14 15:38;PA;Usher;27/03/72;300;600;TRUE;1-2 years;1-2 years;Mobile;female;373;157;343;28;681;3500;1100
5789;22/05/12 16:49;SP;Door-to-door sales worker;10/04/99;5700;1500;TRUE;3+ years;3+ years;Mobile;female;742;834;406;476;337;6500;6000
5790;14/01/15 18:07;RO;Documentation specialist;07/08/80;6000;2350;FALSE;1-2 years;6 months or less;Mobile;male;751;481;654;89;396;3500;2700
5791;18/09/13 13:59;SP;Lease buyer;19/12/87;6600;1450;TRUE;1-2 years;3+ years;Mobile;male;670;737;547;594;345;10000;9300
5792;05/09/13 16:10;RS;Community outreach worker;26/07/77;4000;1650;FALSE;1-2 years;6 months or less;Mobile;male;302;300;347;124;356;19000;17900
5793;07/03/15 14:15;PE;Staffing specialist;24/12/87;3300;300;TRUE;6 months or less;6 months or less;Mobile;female;589;660;513;554;480;1500;1100
5794;14/08/13 11:16;MG;News correspondent;24/06/82;7600;1150;FALSE;1-2 years;3+ years;Mobile;male;200;354;287;346;490;24500;23400
5795;24/03/15 19:01;PR;Criminal lawyer;12/10/67;9200;350;TRUE;6 months or less;3+ years;Mobile;male;200;234;276;148;575;22000;21100
5796;02/08/12 18:11;MG;Plant operator;13/07/67;9400;2400;FALSE;7-12 months;7-12 months;Mobile;female;710;441;572;294;383;8000;7600
5797;13/04/11 04:05;RJ;Shipping, receiving, and traffic clerk;08/08/82;6500;150;TRUE;7-12 months;6 months or less;Mobile;female;387;470;435;150;484;2000;1100
5798;15/02/14 21:54;ES;Support staff specialist;01/04/50;400;0;FALSE;7-12 months;1-2 years;Mobile;male;790;605;666;444;508;20500;19100
5799;20/08/13 18:04;MG;Instructional aide;23/02/80;4300;1550;TRUE;1-2 years;3+ years;Home;female;654;621;515;619;343;2500;1500
5800;08/12/12 14:36;GO;Gaming change person;18/11/67;8700;0;FALSE;3+ years;3+ years;Mobile;female;308;100;359;544;311;22000;21300
5801;14/09/12 15:44;MT;Engineering manager;16/12/77;3700;350;TRUE;3+ years;3+ years;Mobile;female;714;198;529;0;103;25000;23600
5802;16/07/12 21:34;RO;Lobbyist;25/04/82;2300;2950;TRUE;3+ years;3+ years;Mobile;male;761;850;660;477;422;7000;6600
5803;25/07/12 13:55;TO;Obstetric sonographer;30/05/61;400;0;FALSE;1-2 years;3+ years;Mobile;female;477;511;440;20;91;2000;1400
5804;15/08/14 14:06;MA;Cryptanalyst;06/06/87;1100;1900;TRUE;7-12 months;3+ years;Mobile;female;585;541;546;65;307;2000;1500
5805;25/10/14 13:20;SP;Industrial millwright;12/07/55;5000;1400;FALSE;3+ years;6 months or less;Mobile;male;620;204;448;0;324;8500;7600
5806;07/05/15 16:57;PB;Identification clerk;30/12/76;2400;450;TRUE;3+ years;6 months or less;Mobile;male;200;237;264;48;428;17000;16500
5807;06/07/15 16:18;CE;Principal secretary;16/02/84;1100;750;TRUE;3+ years;6 months or less;Mobile;female;459;632;362;560;538;1500;1200
5808;11/02/14 16:57;MG;Pipe organ repairer;15/04/68;500;1000;TRUE;1-2 years;3+ years;Mobile;male;786;850;690;0;483;1500;1000
5809;29/03/12 20:38;PE;Extractive metallurgical engineer;21/06/71;9100;2350;TRUE;3+ years;6 months or less;Mobile;male;429;850;455;0;474;7000;6800
5810;12/12/11 13:59;GO;Technical recruiter;01/07/57;8900;1750;FALSE;3+ years;6 months or less;Home;female;394;782;437;150;208;18000;17600
5811;11/05/12 13:42;TO;Telephone line installer;01/06/61;3200;2100;TRUE;7-12 months;6 months or less;Mobile;male;755;606;669;29;732;2500;1100
5812;03/12/13 08:08;RJ;Physical geographer;16/07/58;13500;3200;FALSE;3+ years;7-12 months;Mobile;female;520;436;348;66;370;17500;17100
5813;23/10/12 18:24;DF;Education and development manager;02/01/46;500;800;TRUE;3+ years;3+ years;Mobile;female;446;676;433;457;444;15500;14400
5814;06/05/14 21:01;SP;Paleontologist;18/12/79;900;700;TRUE;3+ years;3+ years;Home;female;200;100;200;520;164;2000;1000
5815;18/08/13 10:41;DF;College faculty;30/08/70;5400;1750;FALSE;3+ years;6 months or less;Mobile;female;776;850;632;0;416;2500;1200
5816;10/05/13 16:45;ES;Air-conditioning mechanic;28/06/76;2900;1300;TRUE;3+ years;6 months or less;Mobile;male;786;844;600;71;305;1500;1100
5817;08/05/11 21:22;SP;Dental hygienist;31/10/75;100;600;TRUE;1-2 years;7-12 months;Mobile;male;495;612;459;541;662;1500;1100
5818;25/08/14 13:47;MG;Loan clerk;15/03/68;5600;1050;TRUE;3+ years;7-12 months;Mobile;male;645;723;585;176;598;2000;1200
5819;09/04/12 20:42;MG;Nuclear technician;06/10/75;1100;1450;TRUE;3+ years;3+ years;Mobile;male;723;610;620;0;379;4500;4200
5820;18/08/14 13:22;SP;Real estate appraiser;20/08/63;12800;4300;FALSE;1-2 years;1-2 years;Mobile;female;614;266;524;0;662;2000;1600
5821;01/10/14 21:17;CE;Critical care nurse;31/10/89;5300;600;TRUE;7-12 months;6 months or less;Mobile;male;746;665;590;103;467;13500;13000
5822;15/06/15 21:26;AM;Extruding and drawing machine operators;25/08/62;3000;1300;FALSE;3+ years;1-2 years;Mobile;male;702;814;627;150;431;1500;1200
5823;02/04/14 10:24;DF;Merchandise displayer;17/11/90;2300;600;TRUE;6 months or less;3+ years;Mobile;male;761;813;622;514;718;13000;12500
5824;22/01/15 18:08;SP;Head hunter;09/09/69;3500;400;TRUE;6 months or less;1-2 years;Home;male;605;542;496;326;616;12500;12200
5825;25/06/13 16:24;SP;Accounting clerk;30/07/66;6100;800;FALSE;3+ years;6 months or less;Home;female;432;439;229;676;390;1500;1300
5826;19/02/14 19:03;DF;Brokerage sales assistant;11/01/61;7400;4750;FALSE;3+ years;3+ years;Mobile;female;711;850;601;0;369;15500;14200
5827;03/11/11 03:39;ES;Title examiner;06/09/92;1700;500;TRUE;1-2 years;1-2 years;Mobile;male;650;791;569;0;698;11500;11100
5828;16/06/11 12:10;RS;Endodontist;12/11/65;1400;200;TRUE;3+ years;7-12 months;Mobile;female;781;392;636;553;343;1500;1000
5829;30/07/12 10:57;SP;Airman;29/08/77;7100;2450;TRUE;3+ years;7-12 months;Mobile;female;542;628;439;0;334;1500;1300
5830;07/05/12 16:06;AC;Commentator;26/04/74;4300;300;TRUE;3+ years;6 months or less;Home;male;323;405;404;230;426;1500;1100
5831;08/07/15 14:26;SP;Mobile heavy equipment mechanic;24/01/78;2200;150;TRUE;7-12 months;3+ years;Home;male;736;850;599;426;690;16500;16400
5832;21/02/15 18:21;PB;Operations analyst;08/04/81;11000;4150;FALSE;6 months or less;3+ years;Mobile;male;730;668;665;131;443;2500;1100
5833;05/09/14 11:00;PR;Surgical nurse;27/09/86;5800;950;FALSE;3+ years;1-2 years;Mobile;male;257;310;269;300;640;11500;11000
5834;20/08/14 11:57;SC;Corporate investigator;21/11/78;100;100;TRUE;3+ years;3+ years;Mobile;female;200;122;266;11;203;2000;1100
5835;07/02/13 16:02;RS;Child care worker;21/02/78;2200;1000;TRUE;3+ years;7-12 months;Mobile;male;768;850;623;294;440;1500;1300
5836;18/02/14 18:19;SP;Pilot;16/05/95;1900;2150;TRUE;1-2 years;1-2 years;Mobile;male;764;819;599;0;687;2500;1100
5837;12/07/11 12:54;PR;Dredge, excavating, and loading machine operator;08/03/74;4900;500;FALSE;3+ years;6 months or less;Mobile;female;200;321;235;505;455;19500;18900
5838;12/09/12 10:20;DF;Pesticide sprayer;02/12/79;4400;2200;TRUE;3+ years;6 months or less;Mobile;male;651;794;637;455;351;1500;1200
5839;12/05/11 12:50;DF;Securities analyst;13/09/75;10700;0;FALSE;6 months or less;6 months or less;Mobile;female;685;717;577;377;369;26500;25100
5840;15/12/11 23:16;SP;Corporate investigator;31/08/52;3400;950;FALSE;3+ years;6 months or less;Mobile;male;719;719;639;0;312;9000;8700
5841;16/05/13 13:30;DF;Analytical chemist;12/06/47;6800;2850;FALSE;3+ years;6 months or less;Mobile;male;715;311;614;105;416;22500;21600
5842;10/10/14 14:05;SP;Industrial economist;05/05/74;700;550;TRUE;1-2 years;1-2 years;Mobile;male;752;794;627;36;510;3000;1200
5843;27/04/15 19:59;DF;Gaming machine servicer;23/12/77;3800;750;TRUE;3+ years;3+ years;Mobile;male;742;817;529;424;413;12500;12100
5844;28/03/15 15:20;PA;Independent insurance agent;16/05/54;10100;1000;FALSE;7-12 months;3+ years;Mobile;female;576;704;530;366;272;2500;2000
5845;27/04/12 14:54;ES;Sawing machine tender;27/10/66;7100;2300;FALSE;1-2 years;6 months or less;Mobile;male;593;673;511;0;306;21000;20700
5846;11/07/15 07:44;AL;Highway patrol officer;10/07/78;1400;4100;TRUE;3+ years;6 months or less;Mobile;male;790;783;690;349;344;3000;1200
5847;17/08/14 14:38;SP;Asbestos abatement worker;20/06/86;4100;2200;TRUE;3+ years;1-2 years;Mobile;female;615;446;539;471;281;6000;3700
5848;11/01/15 13:00;SP;Resort desk clerk;22/03/62;6300;1300;TRUE;3+ years;3+ years;Mobile;male;200;100;200;307;461;1500;1200
5849;05/09/14 17:39;GO;Shaper;26/10/70;6700;400;TRUE;3+ years;6 months or less;Mobile;male;347;276;302;9;529;1500;1000
5850;27/11/14 15:40;SP;Accounts receivable clerk;31/01/93;10600;1450;TRUE;3+ years;3+ years;Mobile;male;450;498;358;369;541;30500;29600
5851;26/09/14 12:49;PE;Neuroscience nurse;29/05/85;3600;700;TRUE;3+ years;3+ years;Mobile;male;739;647;690;381;401;2000;1200
5852;15/03/14 17:03;MG;Slot key person;21/12/87;6600;750;FALSE;3+ years;3+ years;Mobile;female;512;665;453;96;101;2500;1000
5853;12/11/14 16:31;RR;Aircraft pilot;31/08/63;9500;3150;TRUE;3+ years;7-12 months;Mobile;female;523;495;529;0;541;2500;1800
5854;20/06/12 18:04;DF;Typist;25/03/60;1600;50;FALSE;3+ years;3+ years;Mobile;male;200;100;274;0;353;15000;13600
5855;23/02/14 15:13;RJ;Court officer;23/04/95;5200;1850;TRUE;3+ years;3+ years;Mobile;female;590;591;489;0;424;1500;1200
5856;19/07/12 10:42;PA;Computer control programmer;09/05/58;7500;1750;FALSE;7-12 months;6 months or less;Mobile;male;770;816;644;368;504;19500;18600
5857;06/01/15 22:37;RJ;Insurance investigator;16/11/83;700;0;FALSE;3+ years;3+ years;Mobile;female;748;607;603;496;427;12000;11500
5858;20/03/14 11:09;PE;Cardiac and vascular nurse;10/08/81;6100;2050;TRUE;6 months or less;3+ years;Mobile;male;729;777;690;507;331;2000;1300
5859;26/02/14 15:31;SP;Account executive;22/12/70;4200;900;TRUE;7-12 months;3+ years;Mobile;female;748;586;647;14;569;2000;1200
5860;12/07/14 21:32;BA;Credit analyst;20/06/68;100;400;TRUE;6 months or less;3+ years;Home;female;200;522;310;428;511;5500;5000
5861;09/04/15 15:27;RJ;Sign language interpreter;30/06/80;100;1650;TRUE;3+ years;3+ years;Mobile;male;685;763;585;607;86;1500;1100
